COMPANY,STREET,CITY,STATE,PHONE,EMAIL,WEBSITE,TITLE1,NAME1,EMAIL1
Resorts Marketing Corp.,9301 Gulf Shore Dr,Naples,FL,(239) 213-3062,,www.vanderbiltvacation.com,Owner,Fran Parker,
Responsive Property Management,1900 Sam Bass Blvd,Denton,TX,(940) 898-0133,,www.dentonhome.com,Owner,Birdy Tjandramul,
Rest in The Mountains LLC,144 Porter St,Franklin,NC,(307) 733-4877,,www.jacksoncardinal.com,Owner,George Stanley,
Result Realty,291 NW Main Blvd,Lake City,FL,(386) 758-2003,,www.resultsrealty.info,Owner,Ben Ellis,
Retreat At Barton Creek,3816 S Lamar Blvd,Austin,TX,(512) 444-1471,,www.retreataustin.com,Mgr,Holly Finley,
Rets Associates,1420 Bristol St N Ste 200,Newport Beach,CA,(949) 724-0800,,www.retsusa.com,Pres,Kent Elliott,
Revere Investments,28924 S W Ave Ste 210,Rancho Palos Verdes,CA,(310) 547-3900,,www.revereinvestments.com,Principal,David Jankowski,
Revid Property Management,2109 Peabody Ave,Memphis,TN,(901) 725-7766,,www.revidrealty.com,Exec VP,Brandon Kamm,
Rich Commercial Realty LLC,3725 National Dr Ste 130,Raleigh,NC,(919) 821-7880,,www.richcommercialrealty.com,Owner,Michelle Rich,
Richard Schley Realty LLC,6103 Twin Ledge,Austin,TX,(512) 983-0021,,www.schleyrealty.com,Owner,Richard Schley,
Richard Taylor & Associates Inc.,121 Avery Crescent,Newport News,VA,(757) 595-1982,,www.iaprase.com,Pres,Richard Taylor,
Richards Real Estate,306 2nd St,Isleton,CA,(707) 374-6491,,www.richards-realestate.com,Mgr,Sam Richards,
Richelieu Apartments,12 Stilt St,New Orleans,LA,(951) 688-8718,,www.richelieuapts.com,Owner,Gerald Lanasa,
Richland Terrace Apartments,1212 Metze Rd,Columbia,SC,(803) 569-1487,,www.richlandterraceapartments.com,Mgr,Angaliea Cooper,
"Richland Towers - San Antonio, LLC",3161 Michelson Dr Ste 425,Irvine,CA,(949) 261-7010,,,,,
Richter Reynolds & Lapp Commercial,8401 N Central E,Dallas,TX,(972) 354-2409,,www.rrlcommercial.com,Partner,Richard Lapp,
Ridge Apartments,9211 Dale Ln Ct,Fort Worth,TX,(979) 694-4100,,www.ridgeapartments.com,Mgr,Lisa Keefer,
Ridge at North Texas,2700 Colorado Blvd,Denton,TX,(940) 382-7118,,www.theridgeatnorthtexas.com,Mgr,Leah Norris,
Ridgefield Board of Realtors,440 Main St Ste 8,Ridgefield,CT,(203) 438-8858,,www.ridgefieldboardofrealtors.com,Pres,Carol Hanlon,
"Ridgewood Real Estate Partners, LLC",25A Hanover Rd Ste 310,Florham Park,NJ,(973) 593-0003,,www.ridgewoodrep.com,Pres & CEO,Jonathan S. Grebow,JGrebow@ridgewoodrep.com
Rigel Realty LLC,11118 Wurzbach Rd,San Antonio,TX,(210) 979-7653,,www.rigelrealty.com,Owner,Herlinda Hernandez,
Riggs & Associates,304 S Johnson St,Visalia,CA,(559) 622-8578,,www.riggsandassociatesrealtors.com,Owner,Nancy Riggs,
Riggs Appraisal Co.,2599 Edgewater Dr,Santa Rosa,CA,(707) 579-9297,,www.aldersonappraisal.com,Owner,Debbi Riggs,
Rincon Corp.,2515 Professional Pkwy Ste C,Santa Maria,CA,(805) 937-2492,,www.rinconcorp.com,Pres,Larry Lahr,
Rio Bravo Realty,15701 Hwy 178,Bakersfield,CA,(661) 333-9008,,www.riobravoranch.com,Owner,James Nickel,
Rite-Way Home Inspection Services,230 Goat Ln,Lizella,GA,(530) 389-9200,,www.ritewayinspections.com,Owner,Stanley Wright,
River Bluff Apartments,606 E Saint Joseph St,Wathena,KS,(785) 598-3635,,www.riverbluffapartments.com,Mgr,Elaine Roller,
River Oak Apartments,1328 E River St,Anderson,SC,(864) 496-0500,,www.riveroakapartments-prg.com,Mgr,Helen Scott,
River Oaks Apartments,148 Old Will Hunter Rd,Athens,GA,(706) 224-4768,,www.landmarkathens.com,Mgr,Sherry Rossi,
River Valley Properties,2420 Lamar Ave,Paris,TX,(903) 785-7737,,www.rivervalleyproperties.com,Owner,Jerry Dicken,
Riverbend Commons,150 Rice Mine Rd N Ste A,Tuscaloosa,AL,(205) 349-3913,,www.duckworth.com,Pres,Joe B. Duckworth,
Riverview Office Tower,8009 34th Ave S Ste 150,Bloomington,MN,(952) 858-9254,,www.riverviewofficetower.com,Mgr,George Hoene,
Rjh Realty Investments Inc.,501 Alameda St,Norman,OK,(405) 364-4801,,www.rjh-realty.com,Owner,Rudy Hymer,
Rmh Home Inspections,1637 Tulip Ct,Los Banos,CA,(614) 527-0320,,www.rmh-inspections.com,Owner,Roger Hughes,
"Roalson Interests, Inc.",18618 Tuscany Stone Ste 200,San Antonio,TX,(210) 496-5800,,www.roalson.com,Owner,Eldon Roalson,
Rob Conners & Associates Real Estate,100 Stony Point Rd Ste 245,Santa Rosa,CA,(707) 527-0310,,www.sonomacountyappraiserconners.com,Owner,Robert J. Conners,
Robert Davis Realty,410 W College St,Booneville,MS,(662) 728-7328,,www.rdavisrealty.com,Owner,Robert Davis,
"Robert K Futterman & Associates, LLC",521 5th Ave Fl 7,New York,NY,(212) 599-3700,,www.rkf.com,Vice Chm,Karen Bellantoni,kbellantoni@rkf.com
Robert Malin Realty,402 W Main St Ste B,Stamford,CT,(203) 325-8752,,www.malinrealty.com,Owner,Judd Malin,
Roberts & Wilkins Realtors,3009 Olton Rd,Plainview,TX,(806) 293-4413,,www.rwrealtors.com,Owner,Drury Roberts,
Roberts Realty Advisors Inc.,8551 Ederville Rd,Fort Worth,TX,(817) 303-9120,,www.robertsrealtyadvisors.com,Owner,Billy Roberts,
Robertson Commercial,20 E Del Mar Blvd,Pasadena,CA,(626) 345-1725,,www.robertsoncommercial.com,Owner,Chris Robertson,
"Robinson & Company, Inc.",1591 Hughes Rd Ste G,Madison,AL,(224) 676-5011,,www.rubyrobinson.com,Pres,Ricky Robinson,
Robyn Properties Inc.,11255 Dovedale Ct Ste B,Marriottsville,MD,(410) 442-1127,,www.robynproperties.com,Pres,Nick Pirone,
Rock Springs Apartments,2701 Al Ogden Way,Cheney,WA,(307) 362-1546,,www.rockspringsapartments.net,Mgr,Larry Jameson,
Rock Wall Realty LLC,5530 Saddle Rock Pl,Colorado Springs,CO,(719) 260-9251,,www.rockwallrealtyllc.com,Owner,Janel Wall,
Rockcliff Apartments Co.,10 Crestmont Rd Ste GB,Montclair,NJ,(973) 746-1453,,www.rockcliffeapartment.com,Mgr,Isaac Rivera,
Rockledge Apartments,2075 Powers Ferry Rd SE,Marietta,GA,(770) 095-2513,,www.rockledgeatl.com,Mgr,Jodi Cheatle,
"Rocklyn Homes, Inc.",3575 Koger Blvd Ste 20,Duluth,GA,(770) 817-2185,,www.rocklynhomes.com,Mgr-Onsite Community Sls,Kim Gassner,
Rocky Creek Apartments,1901 Woodruff Rd,Greenville,SC,(864) 286-9989,,www.rockycreeksc.com,Mgr,Jennifer Groce,
Rocky Forest Real Estate Inc.,104 State St Ste B,Wyalusing,PA,(570) 746-2600,,www.rockyforest.com,Mgr,Rich Wilson,
Rofield Barn,275 Eucalyptus Ave,Hillsborough,CA,(650) 342-7700,,www.rofieldbarn.com,Owner,Nancey Field,
Roger Flowers Realtor,33699 Yucaipa Blvd,Yucaipa,CA,(909) 266-2662,,www.yucaipa-real-estate.com,Owner,Roger Flowers,
Rogness Properties,505 Washington St,Cleveland,MN,(507) 267-4518,,www.zachrogness.com,Owner,Andrew Een,
Roll-A-Round Inc.,1423 E 5th St,Charlotte,NC,(405) 323-6428,,www.rollaroundgear.com,Pres,James T. Cavalaris,
Rollert Avery Co.,17757 E Crestridge Pl,Centennial,CO,(303) 632-2950,,www.rollertavery.com,Owner,Seth Rollert,
Rollingwood Apartments,2535 Ross Rd,Silver Spring,MD,(301) 589-4266,,www.rollingwood-apts.com,Mgr,Tom Mullin,
Roman Realty Company LLC,45 Kings Ct,Chappaqua,NY,(773) 278-3030,,www.romanrealty.com,Principal,Harold Wallach,
Romano Litchfield,14700 Firestone Blvd Ste 111,La Mirada,CA,(714) 522-3023,,www.romanolitchfield.com,Partner,Bruce Romano,
Rome Board of Realtors,700 E 2nd Ave SW Ste K,Rome,GA,(404) 732-0601,,www.grbor.com,Mgr,Joanne Edmonds,
Romick & Associates Inc.,PO Box 770247,Steamboat Springs,CO,(970) 879-3618,,www.schradecustomhomes.com,Pres,Brent Romick,
Ronnie Crawford Realty Inc.,4373 N Hwy 421,Manchester,KY,(606) 659-3809,,www.ronniecrawfordappraisal.com,Owner,Ronnie Crawford,
Roque & Mark Co Inc.,2802 Santa Monica Blvd,Santa Monica,CA,(310) 828-7525,,www.roque-mark.com,Owner,Mark Markevicius,
Ros Realty Group Inc.,4345 SW 72nd Ave Ste D,Miami,FL,(305) 668-2520,,www.rosrealty.com,Pres,Enrique Pineiro,
Rosamund Property,2 N Main St,Wendell,NC,(919) 365-4977,,www.rosamund.net,Pres,Bruce Lynch,
"Rose Lawn Cemeteries Subsidiary, Incorporated",4410 Lee Hwy,Marion,VA,(276) 325-5488,,,,,
Rose Valley Apartments,1840 Poplar Ave,Wasco,CA,(661) 758-9260,,www.rosevalleyapartments.com,Mgr,Geri Mendoza,
Rosemary Rich & Co.,5348 Watervista Dr,Orlando,FL,(407) 355-7775,,www.rosemaryrich.com,Owner,Rosemary Rich,
Rosendale Realty,104 N Commerce St,Centreville,MD,(410) 075-0333,,www.rosendalerealtyonline.com,Mgr,Jonathan Olsavsky,
Rosewood Club Apartments,401 E Magnesium Rd,Spokane,WA,(509) 467-5612,,www.liveatrosewoodclub.com,Mgr,Cindy Swift,
"Ross Commercial Real Estate, Inc.",8098 N Via De Negocio Ste 101,Scottsdale,AZ,(480) 212-7600,,www.rossbrownaz.com,Principal,Mills Brown,
Ross Realty Inc.,1102 16th St,Central City,NE,(308) 946-3852,,www.rossrealtycentralcity.com,Owner,Kim Ross,
Rossebo & Associates Inc.,17014 Patricia Ln,Minnetonka,MN,(952) 975-1879,,www.rosseboappraisals.net,Owner,Craig Rossebo,
Rossi Realty Investments Co.,700 Central Ave Ste D,Napa,CA,(707) 252-0700,,www.rossirealtyco.com,Owner,Marie Rossi,
Rotella Group Inc.,3300 N Federal Hwy Ste 200,Fort Lauderdale,FL,(954) 568-9597,,www.rotellagroup.com,Pres,William J. Rotella,
Roth & Miller Realty Inc.,1300 E Monte Vista Ave,Vacaville,CA,(707) 446-1211,,www.rothandmillerrealty.com,Owner,Dave Roth,
Round Dune Inc.,PO Box 3003,East Quogue,NY,(631) 653-4050,,www.rounddune.com,Mgr,Bill Rowker,
Route 30 Self Storage,15061 State Route 30,Malone,NY,(630) 892-2005,,www.us30storage.com,Owner,Wayne Milne,
Rowan Lofts,460 S Spring St,Los Angeles,CA,(213) 213-1898,,www.rowan-lofts.com,Mgr,Mitch Carricart,
Rowland Realty,4725 Voltaire St,San Diego,CA,(619) 223-1621,,www.rowlandrealty.com,Owner,Rosemary McClary,
Roy Drachman Realty Co.,6436 E Broadway Blvd,Tucson,AZ,(520) 748-8400,,www.roydrachmanrealty.com,Owner,Roy W. Drachman,
Royal Isles,803 Don Quixote Ave,Orlando,FL,(407) 273-0811,,www.royalislesapartments.com,Mgr,Allison Schafer,
Royal Oak Patio Homes,3645 Barna Ave,Titusville,FL,(321) 267-7694,,www.royaloakpatiohomes.com,Mgr,Giusepp Conoscenti,
Royal Orleans Apartments,200 Crabapple Ln,Birmingham,AL,(704) 392-9560,,www.royalorleansapartments.com,Mgr,Karen Marquis,
Royal Properties,2351 Royal Dr,Covington,KY,(217) 356-8888,,www.royalproperties.com,Mgr,Bridgette Niece,
Royale La Habra Apartments,150 S Beach Blvd Ste 111,La Habra,CA,(562) 697-6815,,www.royalelahabraapts.com,Mgr,Michelle Joseph,
Royalty Enterprises,10612 Cimarron St,Los Angeles,CA,(323) 779-8358,,www.selltoroyaltyhomebuyers.com,Partner,Janice Longobardi,
Royalty Real Estate Services,232 W Larch Rd,Tracy,CA,(209) 833-7500,,www.royaltyhomesre.com,Mgr,Mary Azad,
Rpm Nashville,2201 Murfreesboro Pike Ste B203,Nashville,TN,,,www.nashville.realpropertymgt.com,Mgr,Leslie Garrett,
Runaway Beach Club,3000 Bonfire Beach Dr,Kissimmee,FL,(321) 329-7030,,www.runawaybeachclub.com,Mgr,Michael Pingston,
Rural Vermont Real Estate,22 N Main St,Randolph,VT,(802) 728-6200,,www.ruralvtrealestate.com,Pres,Paul H. Rea,
Rustic Oaks Apartments,1200 72nd Ave NE Ste 201,Fridley,MN,,,www.rusticoaksapartments.com,Mgr,Beverly Westling,
Ryan Manor Apartments,609 Stadium Dr,Monroe,LA,(318) 345-8110,,www.creelproperties.net,Owner,Teri Williams,
Ryan Real Estate Co.,14750 Cedar Ave S Ste 100,Apple Valley,MN,(952) 953-4000,contact@ryanrealestate.com,www.ryanrealestate.com,Pres,Bill Ryan,
"Rynne, Murphy & Associates, Inc.",205 St Paul St Ste 305,Rochester,NY,(585) 262-3277,,www.rynnemurphy.com,Owner & Pres,John P. Rynne,johnrynne@rynnemurphy.com
Rysavy Appraisal Services,2008 S Minnesota Ave,Sioux Falls,SD,(605) 335-1457,,www.rysavyappraisal.com,Owner,August Rysavy,
Ryvenco LLC,50 Jennifer Ln,Morrisville,PA,(215) 736-1224,,www.ryvenco.com,Owner,Ken Benton,
SC Appraisal LLC,21 Hillcrest Ter,Meriden,CT,(203) 237-5525,,www.scappraisalct.com,Owner,Samuel Carr,
SDC Enterprises Ltd.,715 Danbury Rd,Ridgefield,CT,(203) 894-1177,,www.go-pec.com,Owner,Steve Diciacco,
"SDI Realty Group, LLC",6965 Union Park Ctr Ste 440,Salt Lake City,UT,(801) 228-1412,,www.sdirealtygroup.com,Partner,Cory Williams,
SDJ Management,890 Johnnie Dodds Blvd Ste 202-3,Mount Pleasant,SC,(843) 884-1398,,www.sdjmanagement.com,Owner,Sandra Johnston,
SDK Green Acres Apartments,11 Holiday Dr,Kingston,PA,(570) 288-9019,,www.sdkgreenacres.com,Mgr,Sandy Masters,
SFG Appraisal Co.,448 Daly St,Saint Paul,MN,(651) 994-7954,,www.sfgappraisal.com,Owner,Steve Gergen,
SK Realty,9122 S Tacoma Way Ste 107,Lakewood,WA,(715) 823-7653,,www.skrealty.net,Owner,Hong Kim,
SLR Appraisals,18016 80th Dr,Jamaica,NY,(917) 658-3376,,www.slrappraisals.com,Pres,Michael Musheyev,
SMB Homes Inc.,166 Lachenview Ln NW,Rochester,MN,(507) 292-7944,,www.smbhomes.com,Owner & CFO,Marita Buehler,
SMG Realty,4975 S Fort Apache Rd Ste 105,Las Vegas,NV,(702) 382-1664,,www.smgvegas.com,Owner,"Ed Shuman, Jr.",
SPK Realty,225 S Lk Ave Ste 300,Pasadena,CA,(626) 405-8887,,www.spkrealty.com,Owner,Vartan Kebabjian,
SPRING 11 LLC,125 Park Ave 12th Fl,New York,NY,(212) 359-0011,,www.spring11.com,Principal,Adam Carter,
STIG Management,810 S Harbour Dr,Noblesville,IN,(317) 572-8487,,www.stigmgmt.com,Dir-Ops,Tim Cannon,
SUE Hill Group,2303 Roosevelt Dr Ste A,Arlington,TX,(817) 462-5000,,www.suehill.com,Owner,Sue Hill,
Sacred Heart Manor,261 Benham St,Hamden,CT,(203) 230-4889,,www.sacredheartnk.org,Mgr,Maryann Batalia,
Saddlebrook Estates,5936 Ter Ln Ste C,Farmington,NY,(585) 398-2907,,www.saddlebrookapartment.com,Mgr,Heather Peck,
Safeguard Home Inspections,1300 Steiner Dr,Chula Vista,CA,(619) 708-1219,,www.safeguardinc.net,Owner,Bryan Myers,
Safespot Systems Inc.,PO Box 2666 Metro Boule,Maryland Heights,MO,(385) 226-5598,,www.rfranging.com,Pres,Russell Perry,
Sahs & Associates,1700 Collier St,Austin,TX,(512) 326-2556,,www.sahslaw.com,Owner,Mary K. Sahs,
Sakura Apartments,1890 Sutter St,San Francisco,CA,(415) 346-5861,,www.sakura-house.com,Owner,Tony Xuerrv,
Sal Curato Realty-Property Management,3294 Bechelli Ln,Redding,CA,(530) 222-6600,,www.salcuratorealty.com,Owner,Sal Curato,
Salcido Properties,49031 Biery St,Indio,CA,(760) 347-4241,,www.chefsilvana.com,Owner,Lupe Salcido,
Sallie & Elleen's Place Cabins,PO Box 409,Mendocino,CA,(707) 937-2028,,www.seplace.com,Owner,Sallie Werson,
Salvadori Realty,3500 G St,Merced,CA,(209) 383-6475,,www.c21salvadori.com,Owner,Michael Salvadori,
Samaritan Realty,217 E Florida Ave,Hemet,CA,(951) 766-6624,,www.samaritancompanies.com,Owner,Ed Martin,
San Antigua,15300 Cutten Rd,Tomball,TX,(832) 698-3106,,www.sanantigua-houston.com,Mgr,Richard Hestor,
San Marcos-Outpost Apartments,1647 Post Rd,San Marcos,TX,(512) 392-7666,,www.theoutpostsanmarcos.com,Mgr,Shaun Seale,
San Miguel Apartments,5821 Clarewood D,Houston,TX,(480) 354-1515,,www.sanmiguelapartments.com,Owner,Willy Velasquez,
Sandstone Housing,6200 Seagull St NE Ste D,Albuquerque,NM,(505) 821-0193,,www.sandstonehousing.com,Mgr,Dana Denne,
Sandy Team,100 Doyle St Ste H,Santa Cruz,CA,(831) 588-8855,,www.sandyteam.com,Partner,Sandy Kaplan,
Sant Commercial Real Estate,11405 Park Rd,Louisville,KY,(502) 244-0062,,www.santcommercial.com,Principal,Keith Sant,
Santa Monica Home & Care,910 912 10TH ST,Santa Monica,CA,(512) 412-4800,,www.samstagsales.com,Owner,Gary Stradhern,
Sarasota Life Realty Group,4312 Longchamp Dr,Sarasota,FL,(941) 359-8020,,www.sarasotalife.com,Owner,Linda Grimshaw,
Saratoga Senior Apartments,1101 Burton Dr,Vacaville,CA,(707) 226-1600,,www.liveatsaratoga.com,Mgr,Amanda Eades,
Sauve Riegel Inc.,12 S Raymond Ave Ste A,Pasadena,CA,(626) 585-4321,,www.sauveriegel.com,Owner,Robert Riegel,
SavOn Realty Inc.,2550 Chandler Ave Ste 32,Las Vegas,NV,(202) 382-4357,,www.savonrealtyinc.com,Mgr,John Geckler,
Savy Real Estate,1920 E 7th St,Charlotte,NC,(704) 330-8326,,www.savvyandcompany.com,Owner,Shonn Ross,
Saw Rentals LLC,512 Blue Heron Dr,Panama City,FL,(850) 871-2483,,www.orcasrental.com,Principal,Steven Willis,
Saxon Trace Apartment,830 Saxon Trace Way,Orange City,FL,,,www.saxontraceapts.com,Mgr,Michelle Marquardt,
Sayfe Realty Corp.,21 Aiken Way,White Plains,NY,(914) 328-1926,,www.homesaferealty.com,VP,Thalia Scott,
School Street Associates Limited Partnership,67 School St,Hillsborough,NH,(603) 464-5561,,,,,
Schooner Realty,1015 Cedar St,Santa Cruz,CA,(831) 425-1515,,www.schoonerrealty.com,Owner,Harriet Deck,
Schor Associates LLC,239 W Rocks Rd,Norwalk,CT,(203) 846-1631,,www.schorassociates.com,Owner,Carole Schor,
Schrader Real Estate and Auction Co. Inc.,PO Box 508,Columbia City,IN,,,www.schraderauction.com,Owner,Rex Schrader,
Schroering Co.,2650 Eastpoint Pkwy Ste 280,Louisville,KY,(502) 244-0044,,www.schroering.com,Pres,Michael K. Schroering,
Schultis & Son Inc Real Estate,222 W 14th St,Fairbury,NE,(402) 729-2435,,www.schultis.com,Pres,Wayne Schultis,
Schwartz Land Co.,PO Box 311,Holdrege,NE,(440) 564-6564,,www.schwartzsurveying.com,Owner,Eugene Schwartz,
Scorpio Apartments,6514 156th Ave SE,Bellevue,WA,(425) 644-7798,,www.scorpio-paros.com,Owner,David Dehaar,
Scranton Appraisals,Haven Hl,Wallingford,VT,(802) 446-2010,,www.scrantonappraisal.com,Owner,William Scranton,
Scrubber Rental Corp.,2453 Long Beach Rd,Oceanside,NY,(516) 343-8365,,www.scrubberrentalcorp.com,Owner,Robert Conforti,
Sea & Pines Realty,1912 Pierce Ave,Cambria,CA,(805) 927-0306,,www.seaandpinesrealty.com,Owner,Deborah Berk,
Sea Coast Exclusive Properties,900 S Coast Hwy 101,Encinitas,CA,(704) 732-6557,,www.sdseacoast.com,Owner,Michael Evans,
Sea Palms Realty Inc.,5445 Frederica Rd,Saint Simons Island,GA,(912) 263-6660,,www.seapalmsrealty.com,Mgr,Mallie Price,
Seair Properties Management,34148 Pacific Coast Hwy,Dana Point,CA,(949) 489-0360,,www.seairproperties.net,Owner,Cheryl Saltus,
"Sealaska Security Holdings, LLC.",1 Sealaska Plz Ste 400,Juneau,AK,(907) 586-1512,,www.sealaska.com,,,
Search-San Diego Real Estate,1237 Camino Del Mar Ste A,Del Mar,CA,(858) 205-0145,,www.search-sandiegorealestate.com,Mgr,Dawn Boquet,
Seashore Realty Group Inc.,302 N New River Dr,Surf City,NC,,,www.seashorerealtync.com,Pres,Jason Hyde,
Seasons At Ontario Plaza,955 N Palmetto Ave,Ontario,CA,(909) 983-3308,,www.seasonsatontario.com,Mgr,Virginia Cervanes,
Seavest Realty Inc.,5030 Roosevelt Way NE Ste 300,Seattle,WA,(206) 523-2552,,www.seavest.com,Pres-Blakely Dev,Paul E. Krug,
Secured Property Management LLC,556 Garrisonville Rd Ste 213,Stafford,VA,(540) 318-8989,,www.securedpropertymgt.com,Coord-Leasing,Bernie Tippetts,
Sedona Falls Apartments,1717 Waterfall Vlg Dr SE,Marietta,GA,(770) 952-0070,,www.sedonafallsapartments.com,Mgr,Vaida Pacheco,
Sedona Hills Apartments,2895 E Charleston Blvd,Las Vegas,NV,(702) 383-8213,,www.sedonahillsapartments.com,Mgr,Joann Palcynsky,
Segrest International Realtors,4910 Monroe Rd,Charlotte,NC,(704) 563-0092,,www.segrestrealty.com,Pres,David Segrest,
Select Living Management,11 Duane Rd Ste D,Doylestown,PA,(215) 348-4999,,www.selectlivingmgt.com,Owner,Connie Meyers,
Select My Space Inc.,1314 20th St S,Birmingham,AL,(205) 541-2546,,www.selectmyspace.com,CEO,John Runyan,
Select Properties,7324 N 4th St,McAllen,TX,(956) 668-7528,,www.selectpropertiesrgv.com,Pres,Vicki Chrysler,
Select Realty Advisors,3342 Adams Ave,San Diego,CA,(631) 271-4300,,www.selectrealequity.com,Mgr,Dave Murdock,
Sellstate Realty,333 Tilton Rd,Northfield,NJ,(239) 985-0777,,www.sellstaterealty.com,Mgr,Shari Tomasimi,
Seminole Ridge Apartments,2750 Renegade Dr,Orlando,FL,(407) 296-9591,,www.seminoleridge.com,Mgr,Louise Lee,
Senate Square Apartments,1921a Sidney St,Saint Louis,MO,(314) 771-0118,,www.thesenatesquareapts.com,Mgr,Lisa Peck,
Sendera Greenway,3400 Edloe St,Houston,TX,,,www.senderagreenway.com,Mgr,Penny Ainsworth,
Serenade at RiverPark,700 Forest Park Blvd,Oxnard,CA,(805) 604-2220,,www.serenaderiverpark.com,,,
Serene Lakes Realty,21719 Donner Pass Rd,Soda Springs,CA,(530) 426-0421,,www.serenelakes.com,Owner,Jackie Kirby,
Sereno Group Real Estate,214 Los Gatos-Saratoga Rd,Los Gatos,CA,(408) 335-1400,,www.serenogroup.com,Co-Founder & Exec VP,Ryan Iwanaga,ryan@serenogroup.com
Serrano Highlands Apartments,25421 Alta Loma Lk,El Toro,CA,(949) 830-0701,,www.serranohighlandsapts.com,Mgr,Marsha Capps,
Service Realty Inc.,1700 Alma Dr Ste 310,Plano,TX,(206) 569-5840,,www.churchrealty.com,Pres,Danny Muzyka,
Services Accuspect Inspection,2122 W Hwy 33,Rexburg,ID,(208) 356-8451,,www.accuspecthome.com,Owner,Marv Frandsen,
"Services Galore, Inc.",398 Holtzman Ave,Columbus,OH,(614) 299-7126,,www.s-gbuilders.com,VP,Mike Gurevitz,
Seth Warren Real Estate LLC,65 Main St,Windsor,VT,(802) 674-8700,,www.sethwarren.com,Owner,Seth Warren,
Settlemyer Properties Inc.,1815 Old 41 Hwy NW Ste 260,Kennesaw,GA,(678) 766-2206,,www.settlemyerproperties.com,Owner,Frank Settlemyer,
Settlers Landing Apartments,892 Summit St,Round Rock,TX,(512) 388-2838,,www.settlerslanding.com,Mgr,Shamica Hollie,
Sevin Hills Management,PO Box 288,East Norwich,NY,(516) 922-2911,,www.7hillspropertymanagement.com,Owner,Christos Ifantides,
Shadow Cove Apartments,1055 Foster City Blvd,Foster City,CA,,,www.shadowcoveapts.com,Mgr,Traci Maier,
Shadow Creek Apartment Homes,6715 Buenos Aires Dr,North Richland Hills,TX,(817) 577-0099,,www.ginkgoapartments.com,Mgr,Robert Campos,
Shady Hollow Apartments,200 N Country Club Rd,Muskogee,OK,(918) 683-2923,,www.muskogeeapts.com,Mgr,Margaret Yarbrough,
Shannonwoods Apartments,8031 Winter Gardens Blvd,El Cajon,CA,(619) 561-5693,,www.shannonwoodapartments.com,Mgr,Yvonne Lorenz,
Shapiro Family LLC,1623 Dumas Dr,Amarillo,TX,(806) 383-1985,,www.shapirodental.com,Owner,Neal Scott,
Sharon Yost Estate Sales,21704 Devonshire St Ste 150,Chatsworth,CA,(818) 727-7217,,www.estatesaleshop.com,Owner,Sharon Yost,
Shary Creek Apartments,3807 Plantation Grove Blvd,Mission,TX,(956) 585-5569,,www.lasmisionesapts.com,Pres,Anthun T. Domit,
Shasta Home Inspections LLC,1199 Riviera Dr,Redding,CA,(530) 945-6292,,www.shastainspections.com,Owner,Riley Johnson,
Shasta Summit Properties,108 Orem St,Mount Shasta,CA,(500) 750-1000,,www.shastasummitproperties.com,Office Mgr,Tammy McCoy,
Shawn's Realty & Finance Group,4243 W Providence Ave,Fresno,CA,(559) 349-0579,,www.shawnsrealty.com,Pres,Daljeet Singh,
Shay Realty Inc.,33998 County Rd Aa,Wray,CO,(970) 033-3350,,www.shayrealty.com,Mgr,Reese Shay,
Shelter Cove Realty,1594 Uppr Pacific Dr,Whitethorn,CA,(707) 986-7414,,www.sheltercoverealty.com,Mgr,Vern Bonham,
Shelter Management Inc.,3625 River Rd N,Salem,OR,(503) 585-6176,,www.smiproperty.com,Mgr-Community,Darlene Gregson,
Shephard Realty Inc.,27780 Hwy 74,Evergreen,CO,,,www.rentevergreen.com,VP,Wayne Shephard,
Sheradin Real Estate,126 Budine Hill Rd,Walton,NY,(810) 300-2685,,www.sheridanagency.com,Owner,Sandra Sheradin,
Sherrill Realty Inc.,Higdon & Main,Andrews,NC,(828) 832-5557,,www.sherrillrealty.us,Owner,Robert M. Sherrill,
Sherry Haylett Recreation Homes,776 S Angola Rd,Coldwater,MI,(808) 221-0557,,www.sherrysellshomes.com,Owner,Sherry Haylett,
Shiloh MBC,855 E 20th Ave,Anchorage,AK,(907) 276-6673,,www.shiloh2000.com,Sec,Anne B. Smith,
Shipley Development Corp.,3445 Shenandoah,Dallas,TX,(214) 522-2252,,www.wwshipley.com,Owner,William Shipley,
Shockoe Corporate Living,17 E Main St,Richmond,VA,,,www.prioritych.com,Pres,Melissa Baker,
Shorefront Apartments,1735 E 13th St,Brooklyn,NY,(347) 380-8528,,www.arverneview.com,Partner,Allan Hoffman,
Shorline Properties,478 Montauk Hwy,East Moriches,NY,(410) 250-0125,,www.shorepro.com,Owner,Frank Jannella,
Showtime Properties,7136 S Yale Ave Ste 300,Tulsa,OK,(918) 622-8898,,www.showtimeproperties.biz,Owner,Dan Newlin,
Showtime Realty Professional LLC,2454 E Southern Ave Ste 101,Mesa,AZ,(480) 201-5623,,www.showtimerealtyaz.com,Owner,Robert Mitchell,
Sierra Homes & Properties,21800 State Hwy 88 Ste D,Pine Grove,CA,(209) 296-5455,,www.sierrahomes4u.com,Owner,Jill Wade,
Sierra Land Realty Inc.,711 S Carson St Ste 1,Carson City,NV,(775) 882-4834,,www.sierralandrealty.net,Pres,Patricia Barrett,
